id,movie_id,user_id,rating
155,466,194,1.0
156,135,160,1.0
157,268,99,1.0
158,486,10,1.0
159,117,259,1.0
160,427,85,1.0
161,919,303,1.0
162,273,213,1.0
163,514,121,1.0
164,98,90,1.0
165,559,49,1.0
166,794,42,1.0
167,323,155,1.0
168,117,68,1.0
169,177,172,1.0
170,4,19,1.0
171,231,268,1.0
172,2,5,1.0
173,117,305,1.0
174,294,44,1.0
175,137,43,1.0
176,1336,279,1.0
177,466,80,1.0
178,164,254,1.0
179,281,298,1.0
180,1240,279,1.0
181,298,66,1.0
182,443,18,1.0
183,1035,268,1.0
184,79,99,1.0
185,98,13,1.0
186,258,26,1.0
187,455,7,1.0
188,755,222,1.0
189,673,200,1.0
190,328,119,1.0
191,172,213,1.0
192,322,276,1.0
193,1217,94,1.0
194,379,130,1.0
195,328,38,1.0
196,719,160,1.0
197,1267,293,1.0
198,930,26,1.0
199,216,130,1.0
200,1079,92,1.0
201,452,256,1.0
202,61,1,1.0
203,48,72,1.0
204,755,56,1.0
205,360,13,1.0
206,405,15,1.0
207,77,92,1.0
208,476,207,1.0
209,174,292,1.0
210,483,232,1.0
211,748,251,1.0
212,26,224,1.0
213,220,181,1.0
214,255,259,1.0
215,471,305,1.0
216,280,52,1.0
217,202,161,1.0
218,408,148,1.0
219,235,125,1.0
220,228,97,1.0
221,1098,58,1.0
222,234,83,1.0
223,347,90,1.0
224,178,272,1.0
225,181,194,1.0
226,478,125,1.0
227,688,110,1.0
228,14,299,1.0
229,10,151,1.0
230,127,269,1.0
231,14,6,1.0
232,106,54,1.0
233,69,303,1.0
234,944,16,1.0
235,790,301,1.0
236,1091,276,1.0
237,214,305,1.0
238,1028,194,1.0
239,323,91,1.0
240,554,87,1.0
241,109,294,1.0
242,171,286,1.0
243,318,200,1.0
244,328,229,1.0
245,568,178,1.0
246,842,303,1.0
247,65,62,1.0
248,591,207,1.0
249,172,92,1.0
250,401,301,1.0
251,339,36,1.0
252,746,70,1.0
253,242,63,1.0
254,201,28,1.0
255,68,279,1.0
256,7,250,1.0
257,98,14,1.0
258,1018,299,1.0
259,54,194,1.0
260,815,303,1.0
261,237,119,1.0
262,218,295,1.0
263,930,268,1.0
264,2,268,1.0
265,258,66,1.0
266,202,233,1.0
267,623,83,1.0
268,334,214,1.0
269,476,192,1.0
270,344,100,1.0
271,145,268,1.0
272,56,301,1.0
273,89,307,1.0
274,141,234,1.0
275,576,83,1.0
276,264,181,1.0
277,133,297,1.0
278,153,38,1.0
279,382,7,1.0
280,813,264,1.0
281,872,181,1.0
282,146,201,1.0
283,507,85,1.0
284,367,269,1.0
285,468,59,1.0
286,143,286,1.0
287,96,193,1.0
288,595,113,1.0
289,11,292,1.0
290,1014,130,1.0
291,98,275,1.0
292,520,189,1.0
293,82,219,1.0
294,209,218,1.0
295,427,123,1.0
296,222,119,1.0
297,177,158,1.0
298,118,222,1.0
299,322,302,1.0
300,501,279,1.0
301,79,301,1.0
302,3,181,1.0
303,695,201,1.0
304,198,13,1.0
305,189,1,1.0
306,237,145,1.0
307,385,23,1.0
308,767,201,1.0
309,705,296,1.0
310,546,42,1.0
311,872,33,1.0
312,554,301,1.0
313,64,16,1.0
314,135,95,1.0
315,357,154,1.0
316,484,77,1.0
317,508,296,1.0
318,303,302,1.0
319,673,244,1.0
320,77,222,1.0
321,215,13,1.0
322,705,16,1.0
323,452,270,1.0
324,15,145,1.0
325,64,187,1.0
326,304,200,1.0
327,749,170,1.0
328,829,101,1.0
329,218,184,1.0
330,204,128,1.0
331,1295,181,1.0
332,153,184,1.0
333,33,1,1.0
334,160,1,1.0
335,321,184,1.0
336,595,54,1.0
337,343,94,1.0
338,508,128,1.0
339,323,23,1.0
340,227,301,1.0
341,191,301,1.0
342,903,112,1.0
343,183,82,1.0
344,724,222,1.0
345,430,218,1.0
346,1197,308,1.0
347,134,303,1.0
348,751,133,1.0
349,212,215,1.0
350,256,69,1.0
351,662,254,1.0
352,2,276,1.0
353,984,104,1.0
354,1067,63,1.0
355,410,267,1.0
356,56,13,1.0
357,879,240,1.0
358,237,286,1.0
359,271,294,1.0
360,1086,90,1.0
361,26,18,1.0
362,229,92,1.0
363,649,308,1.0
364,89,144,1.0
365,302,191,1.0
366,951,59,1.0
367,96,200,1.0
368,197,16,1.0
369,678,61,1.0
370,199,271,1.0
371,709,271,1.0
372,169,142,1.0
373,597,275,1.0
374,151,222,1.0
375,40,87,1.0
376,258,207,1.0
377,1393,272,1.0
378,333,177,1.0
379,1115,207,1.0
380,577,299,1.0
381,378,271,1.0
382,425,305,1.0
383,959,49,1.0
384,1224,94,1.0
385,1017,130,1.0
386,175,10,1.0
387,321,203,1.0
388,286,191,1.0
389,323,43,1.0
390,558,21,1.0
391,96,197,1.0
392,344,13,1.0
393,66,194,1.0
394,206,234,1.0
395,402,308,1.0
396,640,308,1.0
397,522,269,1.0
398,265,94,1.0
399,62,268,1.0
400,12,272,1.0
401,291,121,1.0
402,20,296,1.0
403,286,134,1.0
404,462,180,1.0
405,612,234,1.0
406,117,104,1.0
407,758,38,1.0
408,845,269,1.0
409,163,7,1.0
410,1451,234,1.0
411,405,275,1.0
412,250,52,1.0
413,823,102,1.0
414,186,13,1.0
415,731,178,1.0
416,71,236,1.0
417,781,256,1.0
418,176,263,1.0
419,186,244,1.0
420,1181,279,1.0
421,815,43,1.0
422,78,83,1.0
423,197,151,1.0
424,436,254,1.0
425,631,109,1.0
426,716,297,1.0
427,188,249,1.0
428,699,144,1.0
429,604,301,1.0
430,392,64,1.0
431,501,92,1.0
432,97,222,1.0
433,436,268,1.0
434,135,293,1.0
435,173,213,1.0
436,460,160,1.0
437,498,13,1.0
438,715,59,1.0
439,17,5,1.0
440,163,125,1.0
441,315,174,1.0
442,505,114,1.0
443,515,213,1.0
444,196,23,1.0
445,15,128,1.0
446,56,239,1.0
447,279,181,1.0
448,80,291,1.0
449,238,250,1.0
450,649,201,1.0
451,60,60,1.0
452,325,181,1.0
453,407,119,1.0
454,1,287,1.0
455,228,216,1.0
456,531,216,1.0
457,471,203,1.0
458,587,92,1.0
459,892,13,1.0
460,176,213,1.0
461,288,286,1.0
462,1047,117,1.0
463,111,99,1.0
464,558,11,1.0
465,47,65,1.0
466,194,295,1.0
467,217,269,1.0
468,259,85,1.0
469,596,250,1.0
470,144,137,1.0
471,960,201,1.0
472,137,257,1.0
473,328,111,1.0
474,480,91,1.0
475,211,215,1.0
476,938,181,1.0
477,1060,189,1.0
478,20,1,1.0
479,404,303,1.0
480,305,299,1.0
481,210,187,1.0
482,278,222,1.0
483,568,214,1.0
484,770,293,1.0
485,191,285,1.0
486,252,303,1.0
487,156,96,1.0
488,1110,72,1.0
489,1067,115,1.0
490,430,7,1.0
491,350,116,1.0
492,480,73,1.0
493,246,269,1.0
494,419,263,1.0
495,431,70,1.0
496,475,221,1.0
497,182,72,1.0
498,357,25,1.0
499,50,290,1.0
500,526,189,1.0
501,303,299,1.0
502,294,264,1.0
503,365,200,1.0
504,135,187,1.0
505,187,184,1.0
506,289,63,1.0
507,229,13,1.0
508,486,298,1.0
509,185,235,1.0
510,712,62,1.0
511,94,246,1.0
512,742,54,1.0
513,762,63,1.0
514,732,11,1.0
515,168,92,1.0
516,550,8,1.0
517,174,307,1.0
518,200,303,1.0
519,849,256,1.0
520,54,72,1.0
521,406,164,1.0
522,150,117,1.0
523,77,224,1.0
524,869,193,1.0
525,184,94,1.0
526,338,281,1.0
527,109,130,1.0
528,371,128,1.0
529,720,94,1.0
530,845,182,1.0
531,873,129,1.0
532,229,254,1.0
533,381,64,1.0
534,176,151,1.0
535,25,45,1.0
536,879,193,1.0
537,922,276,1.0
538,57,276,1.0
539,187,234,1.0
540,306,181,1.0
541,370,21,1.0
542,249,293,1.0
543,721,264,1.0
544,611,10,1.0
545,346,197,1.0
546,142,276,1.0
547,427,308,1.0
548,943,221,1.0
549,126,131,1.0
550,824,268,1.0
551,8,109,1.0
552,58,198,1.0
553,680,230,1.0
554,741,181,1.0
555,1061,192,1.0
556,448,234,1.0
557,900,90,1.0
558,941,193,1.0
559,603,128,1.0
560,905,126,1.0
561,265,244,1.0
562,289,90,1.0
563,25,157,1.0
564,71,305,1.0
565,382,119,1.0
566,222,21,1.0
567,181,231,1.0
568,508,280,1.0
569,132,288,1.0
570,1497,279,1.0
571,33,301,1.0
572,699,72,1.0
573,259,90,1.0
574,55,308,1.0
575,742,59,1.0
576,744,94,1.0
577,642,130,1.0
578,1015,26,1.0
579,121,56,1.0
580,508,82,1.0
581,12,62,1.0
582,40,276,1.0
583,1015,181,1.0
584,301,152,1.0
585,845,178,1.0
586,597,217,1.0
587,303,79,1.0
588,484,138,1.0
589,81,308,1.0
590,284,75,1.0
591,198,269,1.0
592,94,307,1.0
593,781,222,1.0
594,740,121,1.0
595,22,269,1.0
596,864,13,1.0
597,742,230,1.0
598,507,269,1.0
599,1099,239,1.0
600,1028,245,1.0
601,546,56,1.0
602,961,295,1.0
603,1028,271,1.0
604,812,222,1.0
605,240,69,1.0
606,7,10,1.0
607,376,22,1.0
608,931,294,1.0
609,717,82,1.0
610,399,279,1.0
611,234,269,1.0
612,98,6,1.0
613,1039,243,1.0
614,181,298,1.0
615,325,282,1.0
616,323,78,1.0
617,200,118,1.0
618,1114,283,1.0
619,292,171,1.0
620,217,70,1.0
621,100,10,1.0
622,181,245,1.0
623,333,107,1.0
624,561,246,1.0
625,901,13,1.0
626,70,276,1.0
627,17,244,1.0
628,56,189,1.0
629,242,226,1.0
630,1016,62,1.0
631,417,276,1.0
632,478,214,1.0
633,235,306,1.0
634,26,222,1.0
635,631,280,1.0
636,430,60,1.0
637,71,56,1.0
638,274,42,1.0
639,202,1,1.0
640,809,13,1.0
641,289,173,1.0
642,749,15,1.0
643,23,185,1.0
644,540,280,1.0
645,381,244,1.0
646,293,150,1.0
647,497,7,1.0
648,317,178,1.0
649,742,178,1.0
650,1217,95,1.0
651,1462,234,1.0
652,222,97,1.0
653,127,109,1.0
654,268,117,1.0
655,705,269,1.0
656,1246,130,1.0
657,655,264,1.0
658,13,207,1.0
659,588,42,1.0
660,409,246,1.0
661,367,87,1.0
662,304,101,1.0
663,127,256,1.0
664,794,92,1.0
665,762,181,1.0
666,235,213,1.0
667,739,92,1.0
668,661,292,1.0
669,665,246,1.0
670,845,274,1.0
671,692,188,1.0
672,86,18,1.0
673,439,5,1.0
674,632,236,1.0
675,407,193,1.0
676,709,144,1.0
677,1198,90,1.0
678,609,48,1.0
679,225,5,1.0
680,128,22,1.0
681,432,311,1.0
682,22,8,1.0
683,188,276,1.0
684,173,222,1.0
685,866,72,1.0
686,134,299,1.0
687,171,1,1.0
688,295,308,1.0
689,216,165,1.0
690,49,222,1.0
691,121,181,1.0
692,11,200,1.0
693,626,234,1.0
694,707,244,1.0
695,25,90,1.0
696,216,208,1.0
697,96,263,1.0
698,323,134,1.0
699,586,279,1.0
700,292,2,1.0
701,593,288,1.0
702,302,49,1.0
703,153,286,1.0
704,304,205,1.0
705,80,22,1.0
706,318,234,1.0
707,328,223,1.0
708,25,15,1.0
709,147,268,1.0
710,1220,94,1.0
711,405,274,1.0
712,492,7,1.0
713,217,268,1.0
714,55,16,1.0
715,620,164,1.0
716,161,290,1.0
717,515,92,1.0
718,1070,239,1.0
719,449,56,1.0
720,234,248,1.0
721,10,234,1.0
722,1049,280,1.0
723,187,308,1.0
724,64,276,1.0
725,948,192,1.0
726,509,122,1.0
727,588,85,1.0
728,931,262,1.0
729,272,201,1.0
730,870,181,1.0
731,739,295,1.0
732,568,263,1.0
733,39,295,1.0
734,1100,201,1.0
735,820,93,1.0
736,1028,159,1.0
737,665,158,1.0
738,423,293,1.0
739,597,82,1.0
740,181,276,1.0
741,823,13,1.0
742,2,217,1.0
743,660,83,1.0
744,20,189,1.0
745,796,222,1.0
746,1022,146,1.0
747,121,267,1.0
748,294,126,1.0
749,1060,181,1.0
750,80,125,1.0
751,120,43,1.0
752,780,13,1.0
753,259,253,1.0
754,44,42,1.0
755,518,77,1.0
756,686,291,1.0
757,21,268,1.0
758,28,262,1.0
759,81,234,1.0
760,245,29,1.0
761,57,236,1.0
762,729,158,1.0
763,661,156,1.0
764,52,232,1.0
765,866,168,1.0
766,288,37,1.0
767,245,141,1.0
768,230,235,1.0
769,70,102,1.0
770,172,77,1.0
771,506,90,1.0
772,566,186,1.0
773,660,44,1.0
774,774,118,1.0
775,661,7,1.0
776,1003,49,1.0
777,68,62,1.0
778,1028,42,1.0
779,433,178,1.0
780,51,85,1.0
781,474,77,1.0
782,1099,58,1.0
783,1047,56,1.0
784,688,197,1.0
785,99,286,1.0
786,258,90,1.0
787,1288,181,1.0
788,190,295,1.0
789,69,224,1.0
790,317,272,1.0
791,1010,221,1.0
792,877,66,1.0
793,318,207,1.0
794,487,234,1.0
795,648,7,1.0
796,82,87,1.0
797,1052,195,1.0
798,449,44,1.0
799,287,306,1.0
800,172,194,1.0
801,62,94,1.0
802,659,167,1.0
803,100,108,1.0
804,304,230,1.0
805,927,181,1.0
806,302,54,1.0
807,22,90,1.0
808,696,181,1.0
809,357,286,1.0
810,269,14,1.0
811,179,311,1.0
812,121,92,1.0
813,440,21,1.0
814,550,244,1.0
815,405,181,1.0
816,806,65,1.0
817,540,37,1.0
818,443,44,1.0
819,183,244,1.0
820,265,1,1.0
821,25,270,1.0
822,387,299,1.0
823,572,94,1.0
824,746,286,1.0
825,272,239,1.0
826,55,216,1.0
827,121,254,1.0
828,665,62,1.0
829,385,178,1.0
830,23,194,1.0
831,955,268,1.0
832,143,188,1.0
833,294,276,1.0
834,1098,158,1.0
835,845,207,1.0
836,48,161,1.0
837,654,305,1.0
838,324,47,1.0
839,736,64,1.0
840,751,191,1.0
841,378,7,1.0
842,92,59,1.0
843,268,69,1.0
844,461,10,1.0
845,129,21,1.0
846,9,58,1.0
847,152,194,1.0
848,200,7,1.0
849,126,113,1.0
850,328,173,1.0
851,233,95,1.0
852,194,16,1.0
853,323,59,1.0
854,654,311,1.0
855,589,292,1.0
856,203,43,1.0
857,50,79,1.0
858,70,235,1.0
859,190,125,1.0
860,322,284,1.0
861,161,303,1.0
862,378,254,1.0
863,1034,255,1.0
864,301,104,1.0
865,923,90,1.0
866,463,6,1.0
867,122,279,1.0
868,298,286,1.0
869,448,222,1.0
870,57,297,1.0
871,625,42,1.0
872,1217,130,1.0
873,357,254,1.0
874,475,109,1.0
875,1444,230,1.0
876,310,244,1.0
877,301,6,1.0
878,748,36,1.0
879,443,256,1.0
880,515,102,1.0
881,285,104,1.0
882,447,21,1.0
883,301,111,1.0
884,408,18,1.0
885,222,25,1.0
886,944,110,1.0
887,98,270,1.0
888,237,68,1.0
889,215,83,1.0
890,258,6,1.0
891,216,89,1.0
892,317,128,1.0
893,512,305,1.0
894,412,184,1.0
895,175,286,1.0
896,1428,279,1.0
897,86,256,1.0
898,48,221,1.0
899,332,140,1.0
900,977,190,1.0
901,227,11,1.0
902,203,201,1.0
903,181,150,1.0
904,245,126,1.0
905,208,20,1.0
906,742,144,1.0
907,930,181,1.0
908,566,109,1.0
909,1065,85,1.0
910,133,213,1.0
911,379,222,1.0
912,11,223,1.0
913,421,215,1.0
914,208,218,1.0
915,937,174,1.0
916,186,275,1.0
917,742,68,1.0
918,583,268,1.0
919,462,160,1.0
920,273,195,1.0
921,178,224,1.0
922,110,5,1.0
923,1016,99,1.0
924,251,2,1.0
925,9,292,1.0
926,568,72,1.0
927,228,85,1.0
928,281,83,1.0
929,831,92,1.0
930,543,7,1.0
931,401,87,1.0
932,926,287,1.0
933,155,1,1.0
934,632,234,1.0
935,53,222,1.0
936,64,24,1.0
937,554,7,1.0
938,56,82,1.0
939,318,161,1.0
940,393,196,1.0
941,91,56,1.0
942,477,82,1.0
943,472,7,1.0
944,761,256,1.0
945,56,226,1.0
946,741,279,1.0
947,1286,308,1.0
948,8,16,1.0
949,202,180,1.0
950,93,203,1.0
951,56,145,1.0
952,305,288,1.0
953,742,84,1.0
954,644,44,1.0
955,13,17,1.0
956,117,313,1.0
957,1,148,1.0
958,347,197,1.0
959,164,21,1.0
960,982,279,1.0
961,491,239,1.0
962,287,185,1.0
963,89,297,1.0
964,68,303,1.0
965,250,186,1.0
966,206,73,1.0
967,756,104,1.0
968,216,94,1.0
969,194,239,1.0
970,511,197,1.0
971,1,280,1.0
972,117,1,1.0
973,583,224,1.0
974,397,303,1.0
975,162,60,1.0
976,258,198,1.0
977,513,239,1.0
978,69,6,1.0
979,375,233,1.0
980,642,85,1.0
981,38,110,1.0
982,522,184,1.0
983,873,99,1.0
984,418,13,1.0
985,518,201,1.0
986,858,13,1.0
987,131,214,1.0
988,228,296,1.0
989,87,222,1.0
990,725,279,1.0
991,182,217,1.0
992,433,85,1.0
993,234,239,1.0
994,72,13,1.0
995,77,194,1.0
996,663,208,1.0
997,178,109,1.0
998,172,230,1.0
999,485,59,1.0
1000,478,313,1.0
1001,1133,70,1.0
1002,182,62,1.0
1003,234,198,1.0
1004,125,65,1.0
1005,660,174,1.0
1006,12,90,1.0
1007,1248,130,1.0
1008,354,100,1.0
1009,432,283,1.0
1010,418,275,1.0
1011,98,311,1.0
1012,751,195,1.0
1013,105,130,1.0
1014,252,269,1.0
1015,73,286,1.0
1016,623,7,1.0
1017,222,56,1.0
1018,204,210,1.0
1019,9,239,1.0
1020,87,96,1.0
1021,73,297,1.0
1022,239,249,1.0
1023,860,94,1.0
1024,121,84,1.0
1025,265,275,1.0
1026,1046,135,1.0
1027,1178,291,1.0
1028,382,125,1.0
1029,399,70,1.0
1030,9,311,1.0
1031,523,301,1.0
1032,685,152,1.0
1033,172,244,1.0
1034,1091,275,1.0
1035,281,53,1.0
1036,118,198,1.0
1037,790,244,1.0
1038,125,26,1.0
1039,13,151,1.0
1040,496,124,1.0
1041,191,24,1.0
1042,65,271,1.0
1043,634,307,1.0
1044,1245,294,1.0
1045,241,234,1.0
1046,501,25,1.0
1047,137,293,1.0
1048,432,201,1.0
1049,240,75,1.0
1050,181,13,1.0
1051,68,207,1.0
1052,50,2,1.0
1053,566,313,1.0
1054,125,144,1.0
1055,443,188,1.0
1056,324,276,1.0
1057,974,145,1.0
1058,234,72,1.0
1059,385,83,1.0
1060,619,181,1.0
1061,402,109,1.0
1062,107,207,1.0
1063,216,185,1.0
1064,213,14,1.0
1065,319,149,1.0
1066,79,57,1.0
1067,963,230,1.0
1068,875,176,1.0
1069,97,253,1.0
1070,269,284,1.0
1071,526,106,1.0
1072,180,121,1.0
1073,86,62,1.0
1074,418,291,1.0
1075,1033,84,1.0
1076,380,293,1.0
1077,58,207,1.0
1078,187,194,1.0
1079,97,109,1.0
1080,845,283,1.0
1081,275,297,1.0
1082,334,181,1.0
1083,255,78,1.0
1084,425,11,1.0
1085,59,308,1.0
1086,1078,193,1.0
1087,234,297,1.0
1088,585,87,1.0
1089,204,250,1.0
1090,50,8,1.0
1091,148,186,1.0
1092,692,312,1.0
1093,683,91,1.0
1094,454,5,1.0
1095,376,291,1.0
1096,127,175,1.0
1097,737,145,1.0
1098,644,7,1.0
1099,419,276,1.0
1100,210,83,1.0
1101,524,102,1.0
1102,174,153,1.0
1103,302,62,1.0
1104,995,49,1.0
1105,298,268,1.0
1106,554,207,1.0
1107,616,313,1.0
1108,44,286,1.0
1109,168,279,1.0
1110,474,276,1.0
1111,59,62,1.0
1112,219,254,1.0
1113,97,83,1.0
1114,100,63,1.0
1115,178,16,1.0
1116,233,297,1.0
1117,945,90,1.0
1118,25,85,1.0
1119,98,42,1.0
1120,393,303,1.0
1121,50,274,1.0
1122,299,104,1.0
1123,792,94,1.0
1124,98,184,1.0
1125,708,293,1.0
1126,589,248,1.0
1127,950,18,1.0
1128,27,217,1.0
1129,892,200,1.0
1130,148,201,1.0
1131,222,296,1.0
1132,662,7,1.0
1133,381,196,1.0
1134,427,69,1.0
1135,196,72,1.0
1136,472,256,1.0
1137,182,128,1.0
1138,747,151,1.0
1139,171,7,1.0
1140,85,286,1.0
1141,220,172,1.0
1142,516,308,1.0
1143,974,190,1.0
1144,756,82,1.0
1145,436,308,1.0
1146,235,59,1.0
1147,1063,64,1.0
1148,756,145,1.0
1149,298,220,1.0
1150,324,21,1.0
1151,269,285,1.0
1152,65,207,1.0
1153,658,198,1.0
1154,333,220,1.0
1155,70,210,1.0
1156,14,181,1.0
1157,128,158,1.0
1158,682,143,1.0
1159,237,75,1.0
1160,221,199,1.0
1161,1150,223,1.0
1162,25,297,1.0
1163,78,276,1.0
1164,847,299,1.0
1165,325,293,1.0
1166,138,301,1.0
1167,47,1,1.0
1168,281,164,1.0
1169,673,96,1.0
1170,1016,291,1.0
1171,451,7,1.0
1172,177,233,1.0
1173,517,6,1.0
1174,283,202,1.0
1175,117,214,1.0
1176,602,184,1.0
1177,257,277,1.0
1178,212,194,1.0
1179,68,95,1.0
1180,257,25,1.0
1181,23,6,1.0
1182,573,38,1.0
1183,436,313,1.0
1184,241,22,1.0
1185,617,262,1.0
1186,569,130,1.0
1187,181,66,1.0
1188,948,21,1.0
1189,1332,181,1.0
1190,174,262,1.0
1191,302,206,1.0
1192,22,222,1.0
1193,61,76,1.0
1194,703,151,1.0
1195,28,314,1.0
1196,147,13,1.0
1197,258,44,1.0
1198,418,303,1.0
1199,89,16,1.0
1200,558,270,1.0
1201,117,248,1.0
1202,318,125,1.0
1203,523,138,1.0
1204,386,268,1.0
1205,15,291,1.0
1206,147,234,1.0
1207,96,239,1.0
1208,331,15,1.0
1209,155,94,1.0
1210,89,136,1.0
1211,423,223,1.0
1212,194,82,1.0
1213,355,145,1.0
1214,845,280,1.0
1215,339,179,1.0
1216,199,178,1.0
1217,949,307,1.0
1218,488,10,1.0
1219,331,116,1.0
1220,258,23,1.0
1221,174,308,1.0
1222,114,185,1.0
1223,237,188,1.0
1224,654,118,1.0
1225,721,246,1.0
1226,98,234,1.0
1227,239,194,1.0
1228,24,94,1.0
1229,378,122,1.0
1230,100,312,1.0
1231,64,262,1.0
1232,242,154,1.0
1233,763,223,1.0
1234,403,99,1.0
1235,43,83,1.0
1236,307,130,1.0
1237,402,174,1.0
1238,487,256,1.0
1239,177,59,1.0
1240,168,161,1.0
1241,53,244,1.0
1242,196,250,1.0
1243,40,43,1.0
1244,150,285,1.0
1245,953,42,1.0
1246,670,97,1.0
1247,510,122,1.0
1248,323,61,1.0
1249,106,222,1.0
1250,264,4,1.0
1251,259,304,1.0
1252,403,37,1.0
1253,68,49,1.0
1254,1098,303,1.0
1255,372,165,1.0
1256,324,176,1.0
1257,335,3,1.0
1258,869,56,1.0
1259,15,44,1.0
1260,117,190,1.0
1261,189,29,1.0
1262,174,94,1.0
1263,949,130,1.0
1264,181,117,1.0
1265,779,303,1.0
1266,435,19,1.0
1267,191,194,1.0
1268,24,158,1.0
1269,447,56,1.0
1270,223,262,1.0
1271,1334,181,1.0
1272,137,214,1.0
1273,747,92,1.0
1274,96,188,1.0
1275,173,58,1.0
1276,154,244,1.0
1277,879,134,1.0
1278,625,298,1.0
1279,230,254,1.0
1280,138,230,1.0
1281,209,16,1.0
1282,835,151,1.0
1283,1327,181,1.0
1284,1248,145,1.0
1285,588,200,1.0
1286,257,248,1.0
1287,432,297,1.0
1288,133,312,1.0
1289,12,151,1.0
1290,568,110,1.0
1291,483,305,1.0
1292,258,141,1.0
1293,240,44,1.0
1294,263,186,1.0
1295,213,214,1.0
1296,208,233,1.0
1297,287,104,1.0
1298,153,312,1.0
1299,222,1,1.0
1300,323,206,1.0
1301,419,230,1.0
1302,450,56,1.0
1303,651,94,1.0
1304,316,205,1.0
1305,174,14,1.0
1306,790,268,1.0
1307,1081,276,1.0
1308,929,83,1.0
1309,580,268,1.0
1310,1041,222,1.0
1311,89,279,1.0
1312,424,5,1.0
1313,331,112,1.0
1314,429,296,1.0
1315,202,18,1.0
1316,868,13,1.0
1317,210,87,1.0
1318,285,10,1.0
1319,328,181,1.0
1320,463,23,1.0
1321,746,253,1.0
1322,228,234,1.0
1323,1047,299,1.0
1324,1,66,1.0
1325,174,216,1.0
1326,208,290,1.0
1327,1161,79,1.0
1328,448,264,1.0
1329,303,4,1.0
1330,831,144,1.0
1331,517,138,1.0
1332,433,64,1.0
1333,1,5,1.0
1334,357,276,1.0
1335,433,62,1.0
1336,475,239,1.0
1337,166,293,1.0
1338,234,130,1.0
1339,70,264,1.0
1340,197,208,1.0
1341,763,24,1.0
1342,1162,279,1.0
1343,245,3,1.0
1344,596,101,1.0
1345,1019,162,1.0
1346,908,223,1.0
1347,246,99,1.0
1348,430,239,1.0
1349,160,160,1.0
1350,580,172,1.0
1351,1160,303,1.0
